blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters,is_non_residential,name_formatted,address_formatted
11,MEYER PLACE,438583,NIL,1.29921648646827,103.886374825734,new_building,,,,,False,11 Meyer Place,"11 Meyer Place, Singapore 438583"
38A,THIRD STREET,456537,EAST COAST PARK,1.31327944575804,103.924643988981,new_building,,,,,True,East Coast Park,"38A Third Street East Coast Park, Singapore 456537"
30,FRANKEL AVENUE,458159,FRANKEL ESTATE,1.31649152130962,103.917615644331,new_building,,,,,False,30 Frankel Avenue,"30 Frankel Avenue, Singapore 458159"
23,ELLIOT WALK,458685,NIL,1.31082590918468,103.931668906716,new_building,,,,,False,23 Elliot Walk,"23 Elliot Walk, Singapore 458685"
39A,AIDA STREET,459918,OPERA ESTATE,1.3197428215269,103.927292075248,new_building,,,,,False,39A Aida Street,"39A Aida Street, Singapore 459918"
810,CHAI CHEE STREET,460810,PING YI COURT,1.32740539206547,103.91988625318,new_building,,,,,True,Ping Yi Court,"810 Chai Chee Street Ping Yi Court, Singapore 460810"
811,CHAI CHEE STREET,460811,PING YI COURT,1.32703763968126,103.920289666873,new_building,,,,,True,Ping Yi Court,"811 Chai Chee Street Ping Yi Court, Singapore 460811"
810A,CHAI CHEE STREET,461810,PING YI COURT,1.32764835432038,103.919981667979,new_building,,,,,True,Ping Yi Court,"810A Chai Chee Street Ping Yi Court, Singapore 461810"
811A,CHAI CHEE STREET,461811,PING YI COURT,1.32747550400919,103.920791143412,new_building,,,,,True,Ping Yi Court,"811A Chai Chee Street Ping Yi Court, Singapore 461811"
811B,CHAI CHEE STREET,462811,PING YI COURT,1.32698360640268,103.921659201766,new_building,,,,,True,Ping Yi Court,"811B Chai Chee Street Ping Yi Court, Singapore 462811"
811C,CHAI CHEE STREET,463811,PING YI COURT,1.32643925233241,103.92141788904,new_building,,,,,True,Ping Yi Court,"811C Chai Chee Street Ping Yi Court, Singapore 463811"
811D,CHAI CHEE STREET,464811,PING YI COURT,1.32660778308218,103.920622978598,new_building,,,,,True,Ping Yi Court,"811D Chai Chee Street Ping Yi Court, Singapore 464811"
10,CHANGI BUSINESS PARK CENTRAL 2,486030,HANSAPOINT,1.33567124394463,103.966533063663,new_building,,,,,True,Hansapoint,"10 Changi Business Park Central 2 Hansapoint, Singapore 486030"
29,RECREATION ROAD,547503,NIL,1.35303816705002,103.87401727721,new_building,,,,,True,Recreation Road,"29 Recreation Road, Singapore 547503"
27,SERANGOON GARDEN WAY,555938,NIL,1.36306279701175,103.870958842621,new_building,,,,,True,Serangoon Garden Way,"27 Serangoon Garden Way, Singapore 555938"
97,BISHAN STREET 12,570097,BISHAN TERRACES,1.3458758035353,103.849592337754,new_building,,,,,False,97 Bishan Street 12,"97 Bishan Street 12, Singapore 570097"
99,BISHAN STREET 12,570099,BISHAN TERRACES,1.34597816356153,103.848655801109,new_building,,,,,False,99 Bishan Street 12,"99 Bishan Street 12, Singapore 570099"
100,BISHAN STREET 12,570100,BISHAN TERRACES,1.34605493448319,103.849155782449,new_building,,,,,False,100 Bishan Street 12,"100 Bishan Street 12, Singapore 570100"
100A,BISHAN STREET 12,571100,BISHAN TERRACES,1.34613456722081,103.849444921149,new_building,,,,,False,100A Bishan Street 12,"100A Bishan Street 12, Singapore 571100"
100B,BISHAN STREET 12,572100,BISHAN TERRACES,1.34570293470072,103.84937974787,new_building,,,,,False,100B Bishan Street 12,"100B Bishan Street 12, Singapore 572100"
78,CLOVER AVENUE,579240,LAUW & SONS GARDEN,1.35133060347016,103.84473885372,new_building,,,,,True,Lauw & Sons Garden,"78 Clover Avenue Lauw & Sons Garden, Singapore 579240"
21A,HUA GUAN AVENUE,589594,HONG KONG PARK,1.33817384489407,103.784872855504,new_building,,,,,True,Hong Kong Park,"21A Hua Guan Avenue Hong Kong Park, Singapore 589594"
423,TEBAN GARDENS ROAD,600423,NIL,1.31945457345097,103.744125686351,new_building,,,,,True,Teban Gardens Road,"423 Teban Gardens Road, Singapore 600423"
424,TEBAN GARDENS ROAD,600424,TEBAN HEIGHTS,1.3196625881057,103.743997942353,new_building,,,,,True,Teban Heights,"424 Teban Gardens Road Teban Heights, Singapore 600424"
425,TEBAN GARDENS ROAD,600425,NIL,1.31975105771933,103.743568784985,new_building,,,,,True,Teban Gardens Road,"425 Teban Gardens Road, Singapore 600425"
426,TEBAN GARDENS ROAD,600426,NIL,1.31984177597921,103.743244963025,new_building,,,,,True,Teban Gardens Road,"426 Teban Gardens Road, Singapore 600426"
425A,TEBAN GARDENS ROAD,601425,NIL,1.32008664036538,103.743655931688,new_building,,,,,True,Teban Gardens Road,"425A Teban Gardens Road, Singapore 601425"
425B,TEBAN GARDENS ROAD,602425,NIL,1.31938222779867,103.743587612497,new_building,,,,,True,Teban Gardens Road,"425B Teban Gardens Road, Singapore 602425"
170,TUAS SOUTH AVENUE 5,639387,NIL,1.26697445576728,103.618168851303,new_building,,,,,False,170 Tuas South Avenue 5,"170 Tuas South Avenue 5, Singapore 639387"
75,NANYANG DRIVE,639942,NANYANG CRESCENT MRT STATION (JW4),1.34840633349431,103.680804429775,new_building,,,,,True,Nanyang Crescent MRT Station (jw4),"75 Nanyang Drive Nanyang Crescent MRT Station (jw4), Singapore 639942"
57,NANYANG DRIVE,639943,PENG KANG HILL MRT STATION (JW5),1.3432054923337,103.678564298892,new_building,,,,,True,Peng Kang Hill MRT Station (jw5),"57 Nanyang Drive Peng Kang Hill MRT Station (jw5), Singapore 639943"
29,CORPORATION ROAD,649938,NIL,1.33974432540009,103.715788576951,new_building,,,,,False,29 Corporation Road,"29 Corporation Road, Singapore 649938"
399,BUKIT BATOK WEST AVENUE 8,659779,BUKIT BATOK WEST MRT STATION (JE3),1.34562983270652,103.739572988409,new_building,,,,,True,Bukit Batok West MRT Station (je3),"399 Bukit Batok West Avenue 8 Bukit Batok West MRT Station (je3), Singapore 659779"
15,BUKIT BATOK ROAD,659961,TENGAH PARK MRT STATION (JE2),1.35244451963606,103.736747833111,new_building,,,,,True,Tengah Park MRT Station (je2),"15 Bukit Batok Road Tengah Park MRT Station (je2), Singapore 659961"
8A,PHOENIX GARDEN,669759,PHOENIX HEIGHTS ESTATE,1.37649478411175,103.758258514497,new_building,,,,,True,Phoenix Heights Estate,"8A Phoenix Garden Phoenix Heights Estate, Singapore 669759"
14,JALAN EMAS URAI,679535,GREEN HILL ESTATE,1.36774591528675,103.770902638519,new_building,,,,,False,14 Jalan Emas Urai,"14 Jalan Emas Urai, Singapore 679535"
16,SUNGEI TENGAH LANE,699852,NIL,1.40151302750641,103.72922203008,new_building,,,,,False,16 Sungei Tengah Lane,"16 Sungei Tengah Lane, Singapore 699852"
912,WOODLANDS NORTH LINK,730912,WOODLANDS NORTH GROVE,1.44742470924283,103.782537221396,new_building,,,,,False,912 Woodlands North Link,"912 Woodlands North Link, Singapore 730912"
913,WOODLANDS NORTH LINK,730913,WOODLANDS NORTH GROVE,1.4479238865073,103.781502145241,new_building,,,,,False,913 Woodlands North Link,"913 Woodlands North Link, Singapore 730913"
915,WOODLANDS NORTH LINK,730915,WOODLANDS NORTH VERGE,1.44900763460931,103.781190803463,new_building,,,,,False,915 Woodlands North Link,"915 Woodlands North Link, Singapore 730915"
916,WOODLANDS NORTH LINK,730916,WOODLANDS NORTH VERGE,1.44865536342852,103.780738003451,new_building,,,,,False,916 Woodlands North Link,"916 Woodlands North Link, Singapore 730916"
917,WOODLANDS NORTH LINK,730917,WOODLANDS NORTH VERGE,1.44945561254237,103.780890235859,new_building,,,,,False,917 Woodlands North Link,"917 Woodlands North Link, Singapore 730917"
918,WOODLANDS NORTH LINK,730918,WOODLANDS NORTH VERGE,1.45005869369951,103.781252941809,new_building,,,,,False,918 Woodlands North Link,"918 Woodlands North Link, Singapore 730918"
919,WOODLANDS NORTH LINK,730919,WOODLANDS NORTH VERGE,1.45097334343767,103.780834933691,new_building,,,,,False,919 Woodlands North Link,"919 Woodlands North Link, Singapore 730919"
912A,WOODLANDS NORTH LINK,731912,WOODLANDS NORTH GROVE,1.44705540230072,103.782640796107,new_building,,,,,False,912A Woodlands North Link,"912A Woodlands North Link, Singapore 731912"
913A,WOODLANDS NORTH LINK,731913,WOODLANDS NORTH GROVE,1.44740211996137,103.781991349021,new_building,,,,,False,913A Woodlands North Link,"913A Woodlands North Link, Singapore 731913"
916A,WOODLANDS NORTH LINK,731916,WOODLANDS NORTH VERGE,1.44865620204217,103.780336650089,new_building,,,,,False,916A Woodlands North Link,"916A Woodlands North Link, Singapore 731916"
917A,WOODLANDS NORTH LINK,731917,WOODLANDS NORTH VERGE,1.44952316720005,103.781170009865,new_building,,,,,False,917A Woodlands North Link,"917A Woodlands North Link, Singapore 731917"
918A,WOODLANDS NORTH LINK,731918,WOODLANDS NORTH VERGE,1.45050448542448,103.781121228588,new_building,,,,,False,918A Woodlands North Link,"918A Woodlands North Link, Singapore 731918"
913B,WOODLANDS NORTH LINK,732913,WOODLANDS NORTH GROVE,1.44742585781819,103.781052595176,new_building,,,,,False,913B Woodlands North Link,"913B Woodlands North Link, Singapore 732913"
917B,WOODLANDS NORTH LINK,732917,WOODLANDS NORTH VERGE,1.44927272021429,103.780615297497,new_building,,,,,False,917B Woodlands North Link,"917B Woodlands North Link, Singapore 732917"
918B,WOODLANDS NORTH LINK,732918,WOODLANDS NORTH VERGE,1.44983462952816,103.780414272365,new_building,,,,,False,918B Woodlands North Link,"918B Woodlands North Link, Singapore 732918"
913C,WOODLANDS NORTH LINK,733913,WOODLANDS NORTH GROVE,1.44783527400495,103.780368758038,new_building,,,,,False,913C Woodlands North Link,"913C Woodlands North Link, Singapore 733913"
918C,WOODLANDS NORTH LINK,733918,WOODLANDS NORTH VERGE,1.45042660638027,103.780385715885,new_building,,,,,False,918C Woodlands North Link,"918C Woodlands North Link, Singapore 733918"
426,ADMIRALTY LANE,750426,SEMBAWANG BEACON,1.45653474841933,103.818774871693,new_building,,,,,False,426 Admiralty Lane,"426 Admiralty Lane, Singapore 750426"
427,ADMIRALTY LANE,750427,SEMBAWANG BEACON,1.45507333734509,103.818001294213,new_building,,,,,False,427 Admiralty Lane,"427 Admiralty Lane, Singapore 750427"
428,ADMIRALTY LANE,750428,SEMBAWANG BEACON,1.45526169969206,103.819007316266,new_building,,,,,False,428 Admiralty Lane,"428 Admiralty Lane, Singapore 750428"
446,ADMIRALTY LANE,750446,SEMBAWANG DECK,1.45783819778495,103.818491269534,new_building,,,,,False,446 Admiralty Lane,"446 Admiralty Lane, Singapore 750446"
448,ADMIRALTY LANE,750448,SEMBAWANG DECK,1.45864349912634,103.818610296094,new_building,,,,,False,448 Admiralty Lane,"448 Admiralty Lane, Singapore 750448"
426A,ADMIRALTY LANE,751426,SEMBAWANG BEACON,1.45627944622689,103.818861163258,new_building,,,,,False,426A Admiralty Lane,"426A Admiralty Lane, Singapore 751426"
427A,ADMIRALTY LANE,751427,SEMBAWANG BEACON,1.45537670877381,103.818344550256,new_building,,,,,False,427A Admiralty Lane,"427A Admiralty Lane, Singapore 751427"
446A,ADMIRALTY LANE,751446,SEMBAWANG DECK,1.45821560563248,103.818839986044,new_building,,,,,False,446A Admiralty Lane,"446A Admiralty Lane, Singapore 751446"
448A,ADMIRALTY LANE,751448,SEMBAWANG DECK,1.45849377953806,103.819092099983,new_building,,,,,False,448A Admiralty Lane,"448A Admiralty Lane, Singapore 751448"
426B,ADMIRALTY LANE,752426,SEMBAWANG BEACON,1.455802176652,103.818601470273,new_building,,,,,False,426B Admiralty Lane,"426B Admiralty Lane, Singapore 752426"
427B,ADMIRALTY LANE,752427,SEMBAWANG BEACON,1.45498413199692,103.81849062972,new_building,,,,,False,427B Admiralty Lane,"427B Admiralty Lane, Singapore 752427"
446B,ADMIRALTY LANE,752446,SEMBAWANG DECK,1.45856328986783,103.818060620351,new_building,,,,,False,446B Admiralty Lane,"446B Admiralty Lane, Singapore 752446"
448B,ADMIRALTY LANE,752448,SEMBAWANG DECK,1.4589965747903,103.818611442411,new_building,,,,,False,448B Admiralty Lane,"448B Admiralty Lane, Singapore 752448"
3,WOODLANDS INDUSTRIAL PARK E7,758975,ZAP BUILDING,1.45364939240167,103.80090633292,new_building,,,,,True,Zap Building,"3 Woodlands Industrial Park E7 Zap Building, Singapore 758975"
5,WOODLANDS INDUSTRIAL PARK E7,758976,NIL,1.4529956284291,103.801330711059,new_building,,,,,True,Woodlands Industrial Park E7,"5 Woodlands Industrial Park E7, Singapore 758976"
3A,CANBERRA VIEW,759817,NIL,1.44387385515487,103.832563375418,new_building,,,,,False,3A Canberra View,"3A Canberra View, Singapore 759817"
340,YISHUN STREET 31,760340,YISHUN GLADE,1.43126401247712,103.846214898767,new_building,,,,,False,340 Yishun Street 31,"340 Yishun Street 31, Singapore 760340"
341,YISHUN STREET 31,760341,YISHUN GLADE,1.43074567239812,103.846336138595,new_building,,,,,False,341 Yishun Street 31,"341 Yishun Street 31, Singapore 760341"
969,BAH SOON PAH ROAD,760969,CHENCHARU GROVE,1.41836232754553,103.828828518314,new_building,,,,,False,969 Bah Soon Pah Road,"969 Bah Soon Pah Road, Singapore 760969"
970,BAH SOON PAH ROAD,760970,CHENCHARU GROVE,1.41861064413755,103.82956388376,new_building,,,,,False,970 Bah Soon Pah Road,"970 Bah Soon Pah Road, Singapore 760970"
971,BAH SOON PAH ROAD,760971,CHENCHARU GROVE,1.41739964877126,103.829466895743,new_building,,,,,False,971 Bah Soon Pah Road,"971 Bah Soon Pah Road, Singapore 760971"
340A,YISHUN STREET 31,761340,YISHUN GLADE,1.43110324238468,103.845879159208,new_building,,,,,False,340A Yishun Street 31,"340A Yishun Street 31, Singapore 761340"
341A,YISHUN STREET 31,761341,YISHUN GLADE,1.43056002154811,103.845722440572,new_building,,,,,False,341A Yishun Street 31,"341A Yishun Street 31, Singapore 761341"
969A,BAH SOON PAH ROAD,761969,CHENCHARU GROVE,1.41895702861243,103.828845988105,new_building,,,,,False,969A Bah Soon Pah Road,"969A Bah Soon Pah Road, Singapore 761969"
970A,BAH SOON PAH ROAD,761970,CHENCHARU GROVE,1.41882716959412,103.829481574839,new_building,,,,,False,970A Bah Soon Pah Road,"970A Bah Soon Pah Road, Singapore 761970"
971A,BAH SOON PAH ROAD,761971,CHENCHARU GROVE,1.41761618106984,103.829384481326,new_building,,,,,False,971A Bah Soon Pah Road,"971A Bah Soon Pah Road, Singapore 761971"
340B,YISHUN STREET 31,762340,YISHUN GLADE,1.4308326371441,103.845257972907,new_building,,,,,False,340B Yishun Street 31,"340B Yishun Street 31, Singapore 762340"
341B,YISHUN STREET 31,762341,YISHUN GLADE,1.43044340128403,103.846072328862,new_building,,,,,False,341B Yishun Street 31,"341B Yishun Street 31, Singapore 762341"
970B,BAH SOON PAH ROAD,762970,CHENCHARU GROVE,1.41823341478117,103.829438190728,new_building,,,,,False,970B Bah Soon Pah Road,"970B Bah Soon Pah Road, Singapore 762970"
971B,BAH SOON PAH ROAD,762971,CHENCHARU GROVE,1.41702241748973,103.829341212311,new_building,,,,,False,971B Bah Soon Pah Road,"971B Bah Soon Pah Road, Singapore 762971"
969C,BAH SOON PAH ROAD,763969,CHENCHARU GROVE,1.41727437074114,103.828789262436,new_building,,,,,False,969C Bah Soon Pah Road,"969C Bah Soon Pah Road, Singapore 763969"
480,FERNVALE DRIVE,790480,FERNVALE PLAINS,1.40018110458699,103.880231409572,new_building,,,,,False,480 Fernvale Drive,"480 Fernvale Drive, Singapore 790480"
481,FERNVALE DRIVE,790481,FERNVALE PLAINS,1.39985580956348,103.879691595706,new_building,,,,,False,481 Fernvale Drive,"481 Fernvale Drive, Singapore 790481"
482,FERNVALE DRIVE,790482,FERNVALE PLAINS,1.39901120362738,103.88011300356,new_building,,,,,False,482 Fernvale Drive,"482 Fernvale Drive, Singapore 790482"
480A,FERNVALE DRIVE,791480,FERNVALE PLAINS,1.3997080458377,103.880446854602,new_building,,,,,False,480A Fernvale Drive,"480A Fernvale Drive, Singapore 791480"
482A,FERNVALE DRIVE,791482,FERNVALE PLAINS,1.39924329448136,103.88041041791,new_building,,,,,False,482A Fernvale Drive,"482A Fernvale Drive, Singapore 791482"
481B,FERNVALE DRIVE,792481,FERNVALE PLAINS,1.39968528752234,103.87971896467,new_building,,,,,False,481B Fernvale Drive,"481B Fernvale Drive, Singapore 792481"
482B,FERNVALE DRIVE,792482,FERNVALE PLAINS,1.39871823066168,103.880366300342,new_building,,,,,False,482B Fernvale Drive,"482B Fernvale Drive, Singapore 792482"
2B,SELETAR NORTH LINK,798982,NIL,1.41706340082859,103.896154259152,new_building,,,,,False,2B Seletar North Link,"2B Seletar North Link, Singapore 798982"
2C,SELETAR NORTH LINK,798983,NIL,1.41670926607311,103.89567446243,new_building,,,,,False,2C Seletar North Link,"2C Seletar North Link, Singapore 798983"
2A,SELETAR NORTH LINK,799347,NIL,1.41772730905248,103.896473805203,new_building,,,,,False,2A Seletar North Link,"2A Seletar North Link, Singapore 799347"
80,SELETAR GREEN WALK,804041,LUXUS HILLS,1.38016074638659,103.876100297609,new_building,,,,,False,80 Seletar Green Walk,"80 Seletar Green Walk, Singapore 804041"
82,SELETAR GREEN WALK,804042,LUXUS HILLS,1.38020342451394,103.8761355568,new_building,,,,,False,82 Seletar Green Walk,"82 Seletar Green Walk, Singapore 804042"
84,SELETAR GREEN WALK,804043,LUXUS HILLS,1.38024589764582,103.876169107954,new_building,,,,,False,84 Seletar Green Walk,"84 Seletar Green Walk, Singapore 804043"
86,SELETAR GREEN WALK,804046,LUXUS HILLS,1.38029016619486,103.876202401031,new_building,,,,,False,86 Seletar Green Walk,"86 Seletar Green Walk, Singapore 804046"
88,SELETAR GREEN WALK,804047,LUXUS HILLS,1.38043133444208,103.876223183122,new_building,,,,,False,88 Seletar Green Walk,"88 Seletar Green Walk, Singapore 804047"
90,SELETAR GREEN WALK,804048,LUXUS HILLS,1.38050023603513,103.876235346226,new_building,,,,,False,90 Seletar Green Walk,"90 Seletar Green Walk, Singapore 804048"
92,SELETAR GREEN WALK,804049,LUXUS HILLS,1.38059337494233,103.876251740963,new_building,,,,,False,92 Seletar Green Walk,"92 Seletar Green Walk, Singapore 804049"
94,SELETAR GREEN WALK,804050,LUXUS HILLS,1.38066227680881,103.876263903797,new_building,,,,,False,94 Seletar Green Walk,"94 Seletar Green Walk, Singapore 804050"
96,SELETAR GREEN WALK,804051,LUXUS HILLS,1.38075548633831,103.876280316759,new_building,,,,,False,96 Seletar Green Walk,"96 Seletar Green Walk, Singapore 804051"
98,SELETAR GREEN WALK,804052,LUXUS HILLS,1.38082438793077,103.876292479595,new_building,,,,,False,98 Seletar Green Walk,"98 Seletar Green Walk, Singapore 804052"
100,SELETAR GREEN WALK,804053,LUXUS HILLS,1.38091751534044,103.876308871888,new_building,,,,,False,100 Seletar Green Walk,"100 Seletar Green Walk, Singapore 804053"
102,SELETAR GREEN WALK,804054,LUXUS HILLS,1.3809864169326,103.876321034726,new_building,,,,,False,102 Seletar Green Walk,"102 Seletar Green Walk, Singapore 804054"
104,SELETAR GREEN WALK,804055,LUXUS HILLS,1.38107956678827,103.876337409887,new_building,,,,,False,104 Seletar Green Walk,"104 Seletar Green Walk, Singapore 804055"
1,LUXUS HILL HEIGHTS,804056,LUXUS HILLS,1.38109589003928,103.876049650368,new_building,,,,,False,1 Luxus Hill Heights,"1 Luxus Hill Heights, Singapore 804056"
2,LUXUS HILL HEIGHTS,804061,LUXUS HILLS,1.38145865767807,103.876122458647,new_building,,,,,False,2 Luxus Hill Heights,"2 Luxus Hill Heights, Singapore 804061"
3,LUXUS HILL HEIGHTS,804062,LUXUS HILLS,1.38116767902655,103.875861282146,new_building,,,,,False,3 Luxus Hill Heights,"3 Luxus Hill Heights, Singapore 804062"
4,LUXUS HILL HEIGHTS,804063,LUXUS HILLS,1.38147432627737,103.876069506797,new_building,,,,,False,4 Luxus Hill Heights,"4 Luxus Hill Heights, Singapore 804063"
5,LUXUS HILL HEIGHTS,804064,LUXUS HILLS,1.38118227946012,103.87576568322,new_building,,,,,False,5 Luxus Hill Heights,"5 Luxus Hill Heights, Singapore 804064"
6,LUXUS HILL HEIGHTS,804065,LUXUS HILLS,1.3814884523738,103.876017536495,new_building,,,,,False,6 Luxus Hill Heights,"6 Luxus Hill Heights, Singapore 804065"
7,LUXUS HILL HEIGHTS,804066,LUXUS HILLS,1.38120002117946,103.875704364478,new_building,,,,,False,7 Luxus Hill Heights,"7 Luxus Hill Heights, Singapore 804066"
8,LUXUS HILL HEIGHTS,804067,LUXUS HILLS,1.38150400214772,103.875965862133,new_building,,,,,False,8 Luxus Hill Heights,"8 Luxus Hill Heights, Singapore 804067"
9,LUXUS HILL HEIGHTS,804068,LUXUS HILLS,1.38120007538118,103.875643140344,new_building,,,,,False,9 Luxus Hill Heights,"9 Luxus Hill Heights, Singapore 804068"
10,LUXUS HILL HEIGHTS,804069,LUXUS HILLS,1.38151816738859,103.875913731634,new_building,,,,,False,10 Luxus Hill Heights,"10 Luxus Hill Heights, Singapore 804069"
11,LUXUS HILL HEIGHTS,804070,LUXUS HILLS,1.38121506591339,103.875591324273,new_building,,,,,False,11 Luxus Hill Heights,"11 Luxus Hill Heights, Singapore 804070"
12,LUXUS HILL HEIGHTS,804071,LUXUS HILLS,1.38153403332009,103.875862139958,new_building,,,,,False,12 Luxus Hill Heights,"12 Luxus Hill Heights, Singapore 804071"
13,LUXUS HILL HEIGHTS,804072,LUXUS HILLS,1.38123005699193,103.875539508474,new_building,,,,,False,13 Luxus Hill Heights,"13 Luxus Hill Heights, Singapore 804072"
14,LUXUS HILL HEIGHTS,804073,LUXUS HILLS,1.38154808933831,103.875810066028,new_building,,,,,False,14 Luxus Hill Heights,"14 Luxus Hill Heights, Singapore 804073"
15,LUXUS HILL HEIGHTS,804074,LUXUS HILLS,1.38124504834311,103.875487692131,new_building,,,,,False,15 Luxus Hill Heights,"15 Luxus Hill Heights, Singapore 804074"
16,LUXUS HILL HEIGHTS,804075,LUXUS HILLS,1.38156404532522,103.875758497743,new_building,,,,,False,16 Luxus Hill Heights,"16 Luxus Hill Heights, Singapore 804075"
17,LUXUS HILL HEIGHTS,804076,LUXUS HILLS,1.3812600385982,103.875435876058,new_building,,,,,False,17 Luxus Hill Heights,"17 Luxus Hill Heights, Singapore 804076"
18,LUXUS HILL HEIGHTS,804077,LUXUS HILLS,1.38157810161497,103.875706424083,new_building,,,,,False,18 Luxus Hill Heights,"18 Luxus Hill Heights, Singapore 804077"
19,LUXUS HILL HEIGHTS,804078,LUXUS HILLS,1.38127503022085,103.875384060257,new_building,,,,,False,19 Luxus Hill Heights,"19 Luxus Hill Heights, Singapore 804078"
