blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
501,OLD CHOA CHU KANG ROAD,698928,HOME TEAM ACADEMY (BLK 1),1.3728276965341,103.722414544985,name_change,HOME TEAM ACADEMY (BLK 10),1.37187204750828,103.720870792771,
2001A,UPPER CHANGI ROAD NORTH,508898,SELARANG FIRE TRAINING GROUND,1.37074735498996,103.981658138174,name_change,NIL,1.37062214569753,103.981287709616,
2,ANG MO KIO STREET 44,569250,PATHLIGHT SCHOOL (ANG MO KIO CAMPUS 2),1.36363517582629,103.85801093879,name_change,PATHLIGHT SCHOOL 3,1.36363517582629,103.85801093879,
26,CAVAN ROAD,209854,NEST HOTEL,1.31087924800926,103.861821440459,name_change,HOTEL SNOW LAVENDER,1.31087924800926,103.861821440459,
1,MOUNT PLEASANT ROAD,298333,THOMSON POLICE COMPLEX (BLK 1),1.32862230231263,103.837652705219,name_change,THOMSON POLICE COMPLEX (BLK 10 ANNEX),1.33053467731909,103.836685458855,
50,GUL ROAD,629351,NIL,1.28789604261493,103.665469812875,location_change,NIL,1.29275911265389,103.668876550303,660.1779135635131
1,WOODLANDS STREET 31,738581,FUCHUN COMMUNITY CLUB (U/C),1.42958660649594,103.774850125046,name_change,FUCHUN COMMUNITY CLUB (PENDING U/C),1.42958660649594,103.774850125046,
1999,LORONG 8 TOA PAYOH,319258,TOA PAYOH SOUTH COMMUNITY CLUB,1.33489037473653,103.859378974667,name_change,TOA PAYOH SOUTH COMMUNITY CLUB (PENDING RELOCATION),1.33489037473653,103.859378974667,
5,LENGKONG TIGA,417408,KAMPONG KEMBANGAN COMMUNITY CLUB (U/C),1.32315520137795,103.912698649271,name_change,KAMPONG KEMBANGAN COMMUNITY CLUB,1.32315520137795,103.912698649271,
26C,CAVAN ROAD,209854,NEST HOTEL,1.31087924800926,103.861821440459,name_change,HOTEL SNOW LAVENDER,1.31087924800926,103.861821440459,
26A,CAVAN ROAD,209854,NEST HOTEL,1.31087924800926,103.861821440459,name_change,HOTEL SNOW LAVENDER,1.31087924800926,103.861821440459,
5,AYER CHAWAN PLACE,627869,NIL,1.27139138658537,103.694542326207,location_change,NIL,1.26744707804549,103.691289464791,568.4386900420002
2,OWEN ROAD,218842,OWEN HOUSE BY HABYT,1.31170733332103,103.854953206249,name_change,NIL,1.31170733332103,103.854953206249,
194,UPPER THOMSON ROAD,574339,THOMSON COMMUNITY CLUB (U/C),1.35119677758172,103.8363104366,name_change,THOMSON COMMUNITY CLUB,1.35119677758172,103.8363104366,
70A,BEDOK RESERVOIR ROAD,479312,EUNOS COMMUNITY CLUB (TEMP OFFICE),1.33230754120576,103.913455267951,name_change,TEMPORARY SITE OFFICE,1.33242605678847,103.913396070774,
50,ANG MO KIO STREET 61,569163,YIO CHU KANG COMMUNITY CLUB (U/C),1.38132578567055,103.841450468671,name_change,YIO CHU KANG COMMUNITY CLUB (PENDING U/C),1.38132578567055,103.841450468671,
844,YISHUN STREET 81,760844,KHATIB CENTRAL,1.41562517345068,103.835446503581,name_change,KAHTIB CENTRAL,1.41562517345068,103.835446503581,
12,LORONG 12 GEYLANG,398993,GOSTAY HOTEL,1.31140044123756,103.878121314712,name_change,NIL,1.31140044123756,103.878121314712,
60,TUAS SOUTH AVENUE 9,637607,NIL,1.28758125005723,103.646458903436,location_change,NIL,1.28724649182866,103.640099217979,707.9654913272576
4,TAMPINES STREET 91,528907,PATHLIGHT SCHOOL (TAMPINES),1.34711275884527,103.939451879381,name_change,NIL,1.34711275884527,103.939451879381,
25,JALAN KAKATUA,598543,JURONG PARK,1.34406220300547,103.766278196846,name_change,INNATE MONTESSORI PTE. LTD.,1.34406219315124,103.766278202829,
20,TOH YI DRIVE,596569,BUKIT TIMAH COMMUNITY CLUB,1.34044437484729,103.771709459352,name_change,BUKIT TIMAH COMMUNITY CLUB (PENDING U/C),1.34044437484729,103.771709459352,
